path,class
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095719.105.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095716.918.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095717.191.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (7).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095729.628.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095705.777.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095714.959.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095706.674.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (83).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095702.791.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095724.393.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095729.360.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/descarga (28).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095720.861.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (17).png,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095729.561.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (59).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095658.529.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095710.747.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (10).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095730.040.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (4).png,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095705.094.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095707.560.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095718.901.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095708.639.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095726.228.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/descarga (24).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095723.917.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (3).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/descarga (4).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095652.226.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095714.483.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (23).png,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (12).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095720.726.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (22).png,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095652.093.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095655.696.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (75).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095720.184.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095729.971.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095726.634.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095712.165.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095658.929.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095723.439.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095726.974.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (65).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (72).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095714.013.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (63).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095655.492.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095714.619.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (62).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (41).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095702.589.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/descarga (25).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095706.398.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/descarga (7).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095713.601.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095709.996.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (89).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095719.306.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095658.194.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095658.662.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095724.192.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095723.371.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095715.498.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095715.298.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (32).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095719.580.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095724.259.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (76).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (14).png,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (90).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (1).png,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095718.765.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095713.804.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095722.960.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095709.581.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095655.356.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (52).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095704.264.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095655.425.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (81).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095717.804.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095704.959.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095719.173.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095712.098.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095657.186.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095722.618.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (71).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095656.780.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (7).png,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095703.995.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095722.013.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095656.646.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095709.927.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/descarga (27).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095655.763.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095724.665.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (51).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/descarga (18).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (49).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095656.445.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095711.149.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095718.834.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095653.776.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (18).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095709.786.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095715.026.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095727.672.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095712.700.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095722.755.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095713.668.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (94).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095707.827.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095719.443.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095704.398.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095727.605.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095653.843.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (8).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095715.365.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095701.674.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095717.056.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095726.496.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images (85).jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095700.497.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095729.227.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095722.483.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095723.574.jpeg,c
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Vegetable/vegetation1/images - 2021-09-30T095711.352.jpeg,c
